id,id_ingrediente,id_nutriente,valor_por_100g
1026,24,14,0.00000000
1027,24,15,0.00000000
1028,24,16,0.00000000
1029,24,17,0.00000000
1030,24,18,0.00000000
1031,24,19,0.18000000
1032,24,20,1.90000000
1033,24,21,0.09000000
1034,24,22,0.05000000
1035,24,23,3.30000000
1036,24,24,0.08000000
1037,24,25,24.00000000
1038,24,26,0.00000000
1039,24,27,0.39000000
1040,24,28,1.00000000
1041,24,29,0.00000000
1042,24,30,23.00000000
1043,24,31,110.00000000
1044,24,32,1.50000000
1045,24,33,6.00000000
1046,24,34,0.70000000
1047,24,35,28.00000000
1048,24,36,424.00000000
1049,24,37,130.00000000
1050,24,38,0.50000000
1051,24,39,0.16000000
1052,24,40,28.00000000
1053,24,41,0.04000000
1054,24,42,0.10000000
1055,24,43,20.00000000
1056,24,44,0.00000000
1057,25,1,389.00000000
1058,25,2,6.60000000
1059,25,3,0.00000000
1060,25,4,11.50000000
1061,25,5,73.40000000
1062,25,6,68.20000000
1063,25,7,5.20000000
1064,25,8,0.00000000
1065,25,9,3.90000000
1066,25,10,4.60000000
1067,25,11,0.50000000
1068,25,12,1.90000000
1069,25,13,0.98000000
1070,25,14,0.00000000
1071,25,15,0.00000000
1072,25,16,0.00000000
1073,25,17,0.00000000
1074,25,18,0.00000000
1075,25,19,0.01000000
1076,25,20,3.00000000
1077,25,21,0.36000000
1078,25,22,0.27000000
1079,25,23,6.20000000
1080,25,24,0.09000000
1081,25,25,21.00000000
1082,25,26,0.00000000
1083,25,27,0.30000000
1084,25,28,1.00000000
1085,25,29,0.00000000
1086,25,30,114.00000000
1087,25,31,92.00000000
1088,25,32,1.00000000
1089,25,33,7.00000000
1090,25,34,0.78000000
1091,25,35,25.00000000
1092,25,36,702.00000000
1093,25,37,160.00000000
1094,25,38,0.55000000
1095,25,39,0.17000000
1096,25,40,33.60000000
1097,25,41,0.04000000
1098,25,42,0.10000000
1099,25,43,18.00000000
1100,25,44,0.00000000
1101,26,1,389.00000000
1102,26,2,6.60000000
1103,26,3,0.00000000
1104,26,4,11.50000000
1105,26,5,73.40000000
1106,26,6,68.20000000
1107,26,7,5.20000000
1108,26,8,0.00000000
1109,26,9,5.20000000
1110,26,10,3.90000000
1111,26,11,0.50000000
1112,26,12,1.80000000
1113,26,13,0.82000000
1114,26,14,1.00000000
1115,26,15,0.00000000
1116,26,16,0.00000000
1117,26,17,0.00000000
1118,26,18,0.00000000
1119,26,19,0.01000000
1120,26,20,3.00000000
1121,26,21,0.42000000
1122,26,22,0.34000000
1123,26,23,5.70000000
1124,26,24,0.06300000
1125,26,25,26.00000000
1126,26,26,0.02000000
1127,26,27,0.28000000
1128,26,28,0.00000000
1129,26,29,0.00000000
1130,26,30,119.00000000
1131,26,31,103.00000000
1132,26,32,3.30000000
1133,26,33,7.00000000
1134,26,34,0.68000000
1135,26,35,26.00000000
1136,26,36,192.00000000
1137,26,37,131.00000000
1138,26,38,0.42000000
1139,26,39,0.14000000
1140,26,40,33.60000000
